toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
4163.01,420112217,PC,19h20m13.84s,290.057677,+73d59m22.77s,73.989657,-6.959,0.029,-0.029,0,-2.382,0.029,-0.029,0,2459736.717,0.003921,-0.003921,0,21.5615248,0.000104,-0.000104,0,5.73,0.51,-0.51,0,3600,2.47858,-2.47858,0,7.76454,0.430661,-0.430661,0,51.2879,,,,745,,,,12.4899,0.009,-0.009,0,485.147,3.6985,-3.6985,0,5644,121.7,-121.7,0,4.22,0.08,-0.08,0,1.28,0.06,-0.06,0,6/23/2021 15:28,8/22/2024 10:08
4164.01,420108587,PC,18h59m32.3s,284.884564,+73d30m47.82s,73.513284,2.877,1.398,-1.398,0,1.007,1.398,-1.398,0,2459849.163,0.005159,-0.005159,0,3.522843,0.000023,-0.000023,0,2.874,0.5,-0.5,0,800,63.6225,-63.6225,0,3.93303,0.504998,-0.504998,0,638.021,,,,1400,,,,12.2779,0.006,-0.006,0,511.193,,,0,5952,353.9,-353.9,0,,,,0,1.39,0.17,-0.17,0,6/23/2021 15:28,3/25/2025 12:03
4165.01,398371628,PC,21h04m03.02s,316.012586,+85d52m41.55s,85.878209,19.778,0.035,-0.035,0,29.594,0.041,-0.041,0,2459913.36,0.001659,-0.001659,0,7.1406422,0.0000102,-0.0000102,0,1.9916579,0.103604,-0.103604,0,7517.347275,408.40536,-408.40536,0,11.978218,5.4364552,-5.4364552,0,156.6452579,,,,902.2960634,,,,12.1926,0.008,-0.008,0,338.176,2.7375,-2.7375,0,5463,121.4,-121.4,0,4.42,0.08,-0.08,0,1.00007,0.0520905,-0.0520905,0,6/23/2021 15:28,9/20/2024 12:02
4166.01,389777651,PC,10h24m55.09s,156.22955,+84d45m16.99s,84.754719,-28.114,0.04,-0.04,0,-5.015,0.037,-0.037,0,2459606.707,0.005781,-0.005781,0,5.236124,0.000058,-0.000058,0,2.622,0.407,-0.407,0,930,2.61524,-2.61524,0,2.94616,0.229194,-0.229194,0,188.943,,,,1032,,,,11.6431,0.006,-0.006,0,257.962,1.4595,-1.4595,0,5604,144.5,-144.5,0,4.47,0.08,-0.08,0,0.96,0.05,-0.05,0,6/23/2021 15:28,8/22/2024 10:08
4167.01,377165123,FP,19h03m11.28s,285.797008,+57d23m17.44s,57.388177,13.523,0.039,-0.039,0,14.124,0.032,-0.032,0,2459845.365,0.001531,-0.001531,0,14.793901,0.0000323,-0.0000323,0,3.171,0.259,-0.259,0,8150,389.906,-389.906,0,8.42756,0.550541,-0.550541,0,19.3352,,,,584,,,,12.9474,0.006,-0.006,0,359.643,2.5885,-2.5885,0,5095,127.5,-127.5,0,4.52,0.09,-0.09,0,0.84,0.05,-0.05,0,6/23/2021 15:28,8/22/2024 10:08
4168.01,372758077,PC,11h35m20.09s,173.833691,+79d24m46.99s,79.413053,25.987,0.061,-0.061,0,7.203,0.043,-0.043,0,2459394.257,0.001614,-0.001614,0,29.3821476,0.0002436,-0.0002436,0,2.9371293,0.186242,-0.186242,0,6575.439488,336.51337,-336.51337,0,14.7329776,15.051523,-15.051523,0,41.9877466,,,,649.2327084,,,,11.447,0.011,-0.011,0,326.475,3.004,-3.004,0,6016,139.7,-139.7,0,4.36,0.08,-0.08,0,1.1547199,0.053186,-0.053186,0,6/23/2021 15:28,9/7/2024 10:08
4169.01,372747949,PC,20h47m16.91s,311.820471,+76d06m25.23s,76.107008,9.747,0.026,-0.026,0,2.337,0.026,-0.026,0,2459763.168,0.003535,-0.003535,0,3.4026932,0.0000159,-0.0000159,0,5.23,0.329,-0.329,0,2900,1.27709,-1.27709,0,11.5347,0.636205,-0.636205,0,1695.28,,,,1787,,,,12.7553,0.008,-0.008,0,917.988,11.8065,-11.8065,0,5661,125,-125,0,3.77,0.08,-0.08,0,2.18,0.11,-0.11,0,6/23/2021 15:28,8/22/2024 10:08
417.01,339733013,FP,07h23m24.43s,110.851802,-58d41m48.26s,-58.696738,-32.194,0.039,-0.039,0,6.38,0.033,-0.033,0,2458328.378,0.00342,-0.00342,0,5.62162,0.00007,-0.00007,0,2.675,0.589,-0.589,0,580.083,1.90541,-1.90541,0,3.35879,0.28553,-0.28553,0,334.683,,,,1191,,,,10.0793,0.006,-0.006,0,186.807,0.679,-0.679,0,5834.2,179.5,-179.5,0,4.24,0.11,-0.11,0,1.27,0.08,-0.08,0,1/16/2019 19:24,12/7/2021 16:02
4170.01,366972162,PC,22h30m22.62s,337.594234,+77d51m55.81s,77.865504,-3.678,0.044,-0.044,0,-6.046,0.037,-0.037,0,2459738.853,0.000915,-0.000915,0,2.190225,0.0000026,-0.0000026,0,3.151,0.06,-0.06,0,8750,0.540498,-0.540498,0,15.1395,0.741834,-0.741834,0,1559.45,,,,1750,,,,12.3623,0.008,-0.008,0,587.217,7.1785,-7.1785,0,5929,125.5,-125.5,0,4.09,0.08,-0.08,0,1.56,0.08,-0.08,0,6/23/2021 15:28,8/22/2024 10:08
4171.01,362223355,PC,19h06m52.93s,286.720557,+81d39m16.34s,81.654539,10.876,0.029,-0.029,0,26.487,0.032,-0.032,0,2459885.747,0.00319,-0.00319,0,3.7453991,0.0000708,-0.0000708,0,3.327,0.534,-0.534,0,1390,2.44373,-2.44373,0,3.17171,0.227621,-0.227621,0,428.765,,,,1267,,,,12.4747,0.006,-0.006,0,279.324,1.6515,-1.6515,0,5133,123.2,-123.2,0,4.56,0.09,-0.09,0,0.81,0.05,-0.05,0,6/23/2021 15:28,8/22/2024 10:08
4172.01,359388309,PC,17h52m10.85s,268.045217,+58d22m00.57s,58.366826,-0.99,0.035,-0.035,0,0.125,0.038,-0.038,0,2459850.558,0.005901,-0.005901,0,4.1915095,0.0000303,-0.0000303,0,3.187,0.459,-0.459,0,900,55.3122,-55.3122,0,2.33252,0.176641,-0.176641,0,270.353,,,,1129,,,,12.2997,0.006,-0.006,0,241.956,1.0255,-1.0255,0,4996,127.2,-127.2,0,4.56,0.09,-0.09,0,0.79,0.05,-0.05,0,6/23/2021 15:28,7/22/2025 12:04
4173.01,358613376,PC,11h40m47.63s,175.198472,+79d36m45.21s,79.612558,1.809,0.034,-0.034,0,2.398,0.032,-0.032,0,2459942.653,0.001075,-0.001075,0,8.2713274,0.0000115,-0.0000115,0,3.809,0.07,-0.07,0,20740,1.70296,-1.70296,0,14.0507,0.684684,-0.684684,0,146.225,,,,968,,,,12.6361,0.007,-0.007,0,462.904,3.392,-3.392,0,5921,128.9,-128.9,0,4.5,0.08,-0.08,0,0.97,0.05,-0.05,0,6/23/2021 15:28,8/22/2024 10:08
4174.01,356822426,PC,18h20m23.63s,275.098441,+71d09m42.97s,71.161935,1.475,0.032,-0.032,0,-5.681,0.036,-0.036,0,2459714.795,0.002766,-0.002766,0,1.5569519,0.000006,-0.000006,0,1.066,0.185,-0.185,0,950,2.78202,-2.78202,0,6.93656,0.492495,-0.492495,0,614.242,,,,1386,,,,12.456,0.008,-0.008,0,1043.59,19.345,-19.345,0,6464,124.8,-124.8,0,3.94,0.08,-0.08,0,2.04,0.09,-0.09,0,6/23/2021 15:28,8/22/2024 10:08
4175.01,952046774,PC,13h14m09.63s,198.540133,-16d33m33.58s,-16.559329,140.331,0.213,-0.213,0,-140.138,0.247,-0.247,0,2459578.454,0.001296,-0.001296,0,2.1632835,0.0000143,-0.0000143,0,1.362,0.331,-0.331,0,830,0.777451,-0.777451,0,,,,0,,,,,,,,,8.0935,0.007,-0.007,0,46.5528,0.2466,-0.2466,0,,,,0,,,,0,,,,0,6/29/2021 22:51,3/11/2022 10:10
4176.01,58533991,APC,13h28m00.33s,202.001393,-29d47m27.88s,-29.791077,-7.708,0.122,-0.122,0,8.812,0.185,-0.185,0,2459328.306,0.001637,-0.001637,0,3.2089372,0.0014808,-0.0014808,0,3.1,0.19,-0.19,0,6310,6.9299,-6.9299,0,19.3856,1.08927,-1.08927,0,1849.02,,,,1826,,,,9.5399,0.009,-0.009,0,397.15,10.6855,-10.6855,0,7423,131.128,-131.128,0,3.89774,0.0851204,-0.0851204,0,2.43,0.1,-0.1,0,6/29/2021 22:51,10/29/2021 12:59
4177.01,130981260,APC,12h34m15.64s,188.565163,-35d03m13.18s,-35.05366,-33.6,0.086,-0.086,0,1.661,0.157,-0.157,0,2460065.353,0.000499,-0.000499,0,3.6928289,0.0000034,-0.0000034,0,3.866,0.113,-0.113,0,5223,50.7434,-50.7434,0,15.6542,0.776477,-0.776477,0,1756.36,,,,1803,,,,10.1793,0.006,-0.006,0,430.587,13.2545,-13.2545,0,7042,125.8,-125.8,0,3.97,0.09,-0.09,0,2.13,0.1,-0.1,0,6/29/2021 22:51,6/28/2023 10:10
4178.01,289988797,FP,12h48m31.95s,192.13314,-13d39m12.17s,-13.65338,-64.101,0.081,-0.081,0,-23.867,0.049,-0.049,0,2459576.857,0.000385,-0.000385,0,2.2042212,0.0000013,-0.0000013,0,1.011,0.27,-0.27,0,4250,1.55179,-1.55179,0,9.78883,0.537635,-0.537635,0,97.961,,,,876,,,,10.0415,0.006,-0.006,0,197.507,2.1175,-2.1175,0,5702,130.2,-130.2,0,4.14,0.08,-0.08,0,1.42,0.07,-0.07,0,6/29/2021 22:51,3/11/2022 10:10
4179.01,297148017,PC,13h29m39.88s,202.416161,-16d33m18.46s,-16.555127,-55.88,2,-2,0,-4.41,2,-2,0,2459330.927,0.003807,-0.003807,0,2.5485772,0.0000238,-0.0000238,0,3.113,0.383,-0.383,0,1270,541.219,-541.219,0,,,,0,4846.69,,,,2324,,,,10.3738,0.006,-0.006,0,,,,0,4813.4,147.7,-147.7,0,,,,0,,,,0,6/29/2021 22:51,10/29/2021 12:59
418.01,178284730,KP,04h01m32.53s,60.385539,-20d27m03.6s,-20.450999,-18.665,0.051,-0.051,0,20.276,0.052,-0.052,0,2459146.1,0.000177,-0.000177,0,2.2359865,0.0000005,-0.0000005,0,1.5254332,0.0064515,-0.0064515,0,19058.01374,128.17053,-128.17053,0,13.4367443,0.7075624,-0.7075624,0,491.325955,,,,1200.77649,,,,10.3074,0.006,-0.006,0,117.598,0.5975,-0.5975,0,5260,,,0,4.51363,,,0,0.844379,0.0442312,-0.0442312,0,6/6/2019 20:53,12/2/2021 16:02
4180.01,126737992,APC,09h07m40.62s,136.91925,-50d38m24.83s,-50.640231,-42.768,0.198,-0.198,0,16.208,0.194,-0.194,0,2459989.162,0.001611,-0.001611,0,1.5954319,0.0000052,-0.0000052,0,1,0.1184443,-0.1184443,0,473.6397437,29.50773,-29.50773,0,4.3219935,1.553364,-1.553364,0,10433.76094,,,,2577.685746,,,,8.2938,0.006,-0.006,0,166.873,3.04,-3.04,0,7511,212,-212,0,3.92857,0.448202,-0.448202,0,1.92067,0.0697889,-0.0697889,0,7/1/2021 20:45,9/12/2023 10:08
4181.01,426017070,FP,02h51m14.98s,42.812401,-73d09m19.84s,-73.155511,1.758,0.085,-0.085,0,-0.781,0.083,-0.083,0,2458354.572,0.000711,-0.000711,0,0.5992533,0.0000035,-0.0000035,0,2.3197658,0.1045124,-0.1045124,0,24379.93835,1068.4048,-1068.4048,0,2.9919707,1.7302551,-1.7302551,0,228935.2995,,,,5578.891818,,,,15.951,0,0,0,5885.3,1094.32,-1094.32,0,31000,,,0,5.59998,,,0,0.18,0.104,-0.104,0,7/1/2021 20:45,2/21/2025 13:59
4182.01,31637479,PC,03h03m39.54s,45.914751,-69d44m51.71s,-69.747697,127.585,0.053,-0.053,0,58.437,0.051,-0.051,0,2460184.893,0.006907,-0.006907,0,27.848697,0.0001969,-0.0001969,0,3.519,1.4,-1.4,0,343,32.5315,-32.5315,0,2.77036,0.220484,-0.220484,0,19.8693,,,,588,,,,9.2747,0.006,-0.006,0,132.682,0.437,-0.437,0,5399.6,104,-104,0,3.9,0.16,-0.16,0,1.56,0.08,-0.08,0,7/8/2021 23:19,11/16/2023 16:02
4183.01,421951960,PC,21h59m19.17s,329.829884,-19d44m40.56s,-19.7446,25.977,0.091,-0.091,0,6.913,0.093,-0.093,0,2458332.496,0.001784,-0.001784,0,11.7915574,0.0000428,-0.0000428,0,1.6063345,0.7325485,-0.7325485,0,661.9685157,76.9263,-76.9263,0,3.2687802,4.8328824,-4.8328824,0,187.5928059,,,,943.8952366,,,,9.10478,0.006,-0.006,0,135.086,0.9965,-0.9965,0,6407,197,-197,0,4.35687,0.325366,-0.325366,0,1.24512,0.0545578,-0.0545578,0,7/8/2021 23:19,10/29/2021 12:59
4184.01,394357918,CP,02h55m18.83s,43.828475,-79d24m52.93s,-79.414704,79.049,0.151,-0.151,0,165.735,0.109,-0.109,0,2458326.79,0.001187,-0.001187,0,4.9019938,0.000014,-0.000014,0,1.3243804,0.2470788,-0.2470788,0,10774.95121,947.59814,-947.59814,0,2.5554145,0.437412,-0.437412,0,5.0534848,,,,382.3996541,,,,14.2612,0.007,-0.007,0,69.3649,0.3229,-0.3229,0,3147,99,-99,0,5.04654,0.551884,-0.551884,0,0.240807,0.0074119,-0.0074119,0,7/8/2021 23:19,12/3/2023 12:03
4185.01,152563846,PC,11h28m54.69s,172.227886,-38d06m25.12s,-38.106977,-86.584,0.044,-0.044,0,69.757,0.048,-0.048,0,2460064.261,0.003574,-0.003574,0,16.5414219,0.0001269,-0.0001269,0,3.4223633,0.4401203,-0.4401203,0,1098.666633,98.509155,-98.509155,0,3.3270234,0.8524556,-0.8524556,0,23.3426364,,,,560.6053342,,,,10.7194,0.006,-0.006,0,99.0303,0.3682,-0.3682,0,4395.6,79,-79,0,4.49,0.16,-0.16,0,0.938435,0.0774372,-0.0774372,0,7/8/2021 23:19,1/22/2024 10:08
4186.01,300579472,PC,21h24m25.92s,321.108012,-29d14m53.6s,-29.248223,145.385,0.354,-0.354,0,-201.617,0.166,-0.166,0,2460168.355,0.007634,-0.007634,0,12.7503356,0.000074,-0.000074,0,3.297,0.995,-0.995,0,692,55.9411,-55.9411,0,2.17135,0.168112,-0.168112,0,54.0301,,,,755,,,,8.985,0.006,-0.006,0,68.4487,0.45105,-0.45105,0,5639,188,-188,0,4.55041,0.268311,-0.268311,0,0.88,0.05,-0.05,0,7/8/2021 23:28,11/15/2023 16:02
4187.01,176780257,PC,03h13m08.15s,48.283944,-34d22m31.5s,-34.375416,87.231,0.04,-0.04,0,32.742,0.044,-0.044,0,2458425.239,0.008905,-0.008905,0,30.8812601,0.0004428,-0.0004428,0,10.7723374,0.4890031,-0.4890031,0,425.1596999,26.378208,-26.378208,0,5.2996592,0.3581204,-0.3581204,0,148.9610746,,,,891.0210182,,,,8.301,0.006,-0.006,0,154.732,0.797,-0.797,0,6047,135.898,-135.898,0,3.7899,0.0818679,-0.0818679,0,2.2319901,0.106372,-0.106372,0,7/8/2021 23:28,10/29/2021 12:59
4188.01,424747720,FP,19h22m41.34s,290.672257,-51d25m35.07s,-51.426409,-8.162,0.048,-0.048,0,-37.911,0.045,-0.045,0,2458655.604,0.000648,-0.000648,0,10.2813284,0.0000297,-0.0000297,0,2.4414916,0.0705724,-0.0705724,0,37333.96317,756.6788,-756.6788,0,11.8759119,0.421057,-0.421057,0,10.9982809,,,,464.4628168,,,,13.0123,0.008,-0.008,0,148.134,0.8115,-0.8115,0,3919,169,-169,0,4.63413,0.262631,-0.262631,0,0.593317,0.0176925,-0.0176925,0,7/8/2021 23:28,10/29/2021 12:59
4189.01,7422496,PC,05h25m23.73s,81.348892,-44d25m52.63s,-44.431285,-44.098,0.042,-0.042,0,-110.328,0.051,-0.051,0,2458470.362,0.002622,-0.002622,0,46.9621053,0.0002138,-0.0002138,0,5.7665722,0.2839883,-0.2839883,0,757.7887314,34.311115,-34.311115,0,2.4680695,0.3954814,-0.3954814,0,11.3814426,,,,468.4562934,,,,8.7601,0.006,-0.006,0,69.6026,0.1272,-0.1272,0,5744,117.134,-117.134,0,4.56261,0.0761973,-0.0761973,0,0.879321,0.0413869,-0.0413869,0,7/8/2021 23:28,10/29/2021 12:59
419.01,279251651,FP,06h56m36.95s,104.153958,-59d10m52.71s,-59.181309,-150.879,0.05,-0.05,0,454.289,0.06,-0.06,0,2458654.122,0.001161,-0.001161,0,0.4038426,0.0000315,-0.0000315,0,1.0592218,0.3320638,-0.3320638,0,636.6337963,48.509575,-48.509575,0,1.442393,1.3622795,-1.3622795,0,710.634979,,,,1316.835102,,,,10.5886,0.007,-0.007,0,42.76,0.04985,-0.04985,0,4119.1,188.7,-188.7,0,4.73,0.07,-0.07,0,0.555,0.018,-0.018,0,1/16/2019 19:24,12/7/2021 16:02
4190.01,65416038,PC,02h43m41.76s,40.92402,-28d20m38.36s,-28.343988,-3.726,0.053,-0.053,0,-68.86,0.059,-0.059,0,2458388.816,0.004341,-0.004341,0,15.6062307,0.000122,-0.000122,0,3.6444849,0.6608778,-0.6608778,0,659.0717891,70.57729,-70.57729,0,2.1494954,1.4133782,-1.4133782,0,29.4183635,,,,593.9834944,,,,10.6617,0.006,-0.006,0,121.494,0.445,-0.445,0,5067,128.23,-128.23,0,4.54195,0.0876687,-0.0876687,0,0.816585,0.0507965,-0.0507965,0,7/8/2021 23:28,10/29/2021 12:59
4191.01,167905035,PC,10h06m49.91s,151.707956,-29d58m00.27s,-29.966743,-73.111,0.066,-0.066,0,-111.819,0.064,-0.064,0,2458548.669,0.004239,-0.004239,0,742.8561164,0.0060448,-0.0060448,0,5.6483285,0.7389376,-0.7389376,0,415.3404179,43.82107,-43.82107,0,2.2756143,1.3284355,-1.3284355,0,0.4671053,,,,210.8499272,,,,8.6282,0.006,-0.006,0,83.9132,0.241,-0.241,0,5816,116.194,-116.194,0,4.37494,0.0723557,-0.0723557,0,1.10194,0.0502312,-0.0502312,0,7/8/2021 23:28,4/19/2022 12:02
4192.01,41995709,PC,01h35m09.15s,23.788129,-41d30m25.98s,-41.507216,16.548,0.027,-0.027,0,21.795,0.032,-0.032,0,2458403.422,0.002642,-0.002642,0,4.2300182,0.0009736,-0.0009736,0,1.847,0.226,-0.226,0,3470,1598.06,-1598.06,0,17.0408,6.38388,-6.38388,0,927.501,,,,1537,,,,11.8791,0.006,-0.006,0,507.639,6.9805,-6.9805,0,6064.1,126.4,-126.4,0,4.18,0.08,-0.08,0,1.44,0.07,-0.07,0,7/12/2021 14:24,8/22/2024 10:08
4193.01,382419744,PC,02h20m11.37s,35.04738,-54d06m11.95s,-54.10332,28.508,0.027,-0.027,0,-5.544,0.023,-0.023,0,2458397.745,0.001683,-0.001683,0,6.5081212,0.0005307,-0.0005307,0,5.472,0.331,-0.331,0,8260,3.80614,-3.80614,0,11.511,0.63935,-0.63935,0,473.037,,,,1299,,,,12.7464,0.006,-0.006,0,597.937,5.667,-5.667,0,5652.8,442.1,-442.1,0,4.38,2,-2,0,1.27,0.06,-0.06,0,7/12/2021 14:24,8/22/2024 10:08
4194.01,299176311,APC,01h29m03.9s,22.26623,-08d10m45.66s,-8.17935,8.914,0.072,-0.072,0,9.862,0.054,-0.054,0,2458404.823,0.003654,-0.003654,0,1.0432995,0.0002818,-0.0002818,0,1.169,0.313,-0.313,0,3260,18.4501,-18.4501,0,6.51532,0.603765,-0.603765,0,1405.89,,,,1705,,,,12.5496,0.007,-0.007,0,505.742,10.5875,-10.5875,0,5943,121,-121,0,4.42,0.08,-0.08,0,1.07,0.05,-0.05,0,7/12/2021 14:24,8/22/2024 10:08
4195.01,67598139,PC,01h10m31.74s,17.632245,-34d16m14.44s,-34.270678,19.339,3.329,-3.329,0,8.408,3.329,-3.329,0,2458399.819,0.002245,-0.002245,0,5.4447698,0.001653,-0.001653,0,1.366,0.285,-0.285,0,5420,19.7245,-19.7245,0,,,,0,55.9408,,,,761,,,,12.6802,0.006,-0.006,0,491.261,,,0,5890,139.1,-139.1,0,,,,0,,,,0,7/12/2021 14:24,8/22/2024 10:08
4196.01,67566164,PC,01h04m00.25s,16.001037,-31d41m07.76s,-31.68549,-2.776,0.043,-0.043,0,-0.341,0.038,-0.038,0,2458404.327,0.000763,-0.000763,0,3.125924,0.0002101,-0.0002101,0,2.985,0.075,-0.075,0,18690,2.59475,-2.59475,0,17.3686,0.908541,-0.908541,0,600.297,,,,1378,,,,12.5345,0.006,-0.006,0,560.078,9.9665,-9.9665,0,5828,130.4,-130.4,0,4.28,0.08,-0.08,0,1.24,0.06,-0.06,0,7/12/2021 14:24,8/22/2024 10:08
4197.01,332579116,PC,04h08m05.41s,62.022558,-12d19m56.58s,-12.332383,-2.192,0.03,-0.03,0,-4.431,0.021,-0.021,0,2458456.806,0.000506,-0.000506,0,3.9017499,0.0002889,-0.0002889,0,1.845,0.221,-0.221,0,27430,18.5068,-18.5068,0,12.6062,0.971587,-0.971587,0,73.9553,,,,816,,,,12.8512,0.006,-0.006,0,240.7,1.3865,-1.3865,0,4665,121.8,-121.8,0,4.6,0.09,-0.09,0,0.71,0.05,-0.05,0,7/12/2021 14:25,8/22/2024 10:08
4198.01,459913687,PC,03h56m04.45s,59.018561,+03d36m36.41s,3.610113,0.533,0.05,-0.05,0,1.524,0.036,-0.036,0,2458458.494,0.001914,-0.001914,0,4.746318,0.0008478,-0.0008478,0,3.117,0.343,-0.343,0,12470,12.1998,-12.1998,0,12.2509,,,0,290.335,,,,1149,,,,13.3547,0.009,-0.009,0,545.887,9.4395,-9.4395,0,5648,19.1,-19.1,0,4.36,,,0,1.09,,,0,7/12/2021 14:25,1/15/2025 12:03
4199.01,220144363,PC,06h36m09.6s,99.039982,+06d28m20.52s,6.472367,-4.312,0.064,-0.064,0,-6.163,0.057,-0.057,0,2458487.707,0.001909,-0.001909,0,4.4466179,0.0007335,-0.0007335,0,4.511,0.347,-0.347,0,7930,2.51405,-2.51405,0,16.7023,0.870113,-0.870113,0,1257.77,,,,1659,,,,11.5141,0.006,-0.006,0,598.941,12.54,-12.54,0,6534,192.2,-192.2,0,4.03,0.09,-0.09,0,1.85,0.09,-0.09,0,7/12/2021 14:27,8/22/2024 10:08
420.01,408159788,FP,05h13m47.45s,78.447702,+07d03m21.03s,7.055842,43.091,0.064,-0.064,0,-51.312,0.053,-0.053,0,2459199.05,0.005772,-0.005772,0,2.300698,0.0000243,-0.0000243,0,3.451,0.253,-0.253,0,780,309.525,-309.525,0,4.87824,1.65997,-1.65997,0,17366.7,,,,3198,,,,10.6152,0.006,-0.006,0,145.407,0.877,-0.877,0,5747.3,518.8,-518.8,0,4.57,0.31,-0.31,0,0.85,0.04,-0.04,0,2/8/2019 16:19,12/7/2021 16:02
4200.01,53593542,PC,06h41m28.28s,100.367833,-03d53m32.54s,-3.892372,0.931,2.159,-2.159,0,-2.906,2.159,-2.159,0,2458489.557,0.002708,-0.002708,0,1.027641,0.0002127,-0.0002127,0,1.977,0.278,-0.278,0,12630,22.8684,-22.8684,0,,,,0,2542.32,,,,1978,,,,13.5569,0.007,-0.007,0,1362.6,,,0,5640,271.7,-271.7,0,,,,0,,,,0,7/12/2021 14:27,8/22/2024 10:08
4201.01,95057860,CP,06h01m53.93s,90.474724,-13d27m40.94s,-13.461371,11.721,0.057,-0.057,0,6.204,0.064,-0.064,0,2458485.286,0.000854,-0.000854,0,3.5809733,0.0003732,-0.0003732,0,2.18,0.115,-0.115,0,36850,19.5244,-19.5244,0,12.0428,0.469155,-0.469155,0,40.4443,,,,702,,,,13.5011,0.008,-0.008,0,189.011,0.9885,-0.9885,0,3790,157,-157,0,4.64,0.01,-0.01,0,0.61,0.02,-0.02,0,7/12/2021 14:27,8/22/2024 10:08
4202.01,237603062,PC,06h53m14.58s,103.310748,+02d56m13.15s,2.936985,-13.985,2.275,-2.275,0,-3.021,2.257,-2.257,0,2458485.594,0.003309,-0.003309,0,2.6689906,0.0008983,-0.0008983,0,2.854,0.737,-0.737,0,14140,45.9929,-45.9929,0,,,,0,728.121,,,,1447,,,,13.519,0.008,-0.008,0,1466.79,,,0,5247.8,173.5,-173.5,0,,,,0,,,,0,7/12/2021 14:27,8/22/2024 10:08
4203.01,72494421,PC,06h13m20.35s,93.334811,-11d29m32.31s,-11.492309,1.233,2.203,-2.203,0,-2.738,2.203,-2.203,0,2458488.94,0.002596,-0.002596,0,2.9531039,0.0006847,-0.0006847,0,2.501,0.179,-0.179,0,16770,15.9124,-15.9124,0,,,,0,332.97,,,,1190,,,,13.5854,0.006,-0.006,0,1500.32,,,0,5304.5,91.3,-91.3,0,,,,0,,,,0,7/12/2021 14:27,12/6/2024 12:03
4204.01,158697949,PC,05h47m37.24s,86.905182,+04d22m58.43s,4.382898,3.983,0.062,-0.062,0,-13.723,0.055,-0.055,0,2458484.978,0.002093,-0.002093,0,3.9592516,0.0007277,-0.0007277,0,3.269,0.437,-0.437,0,3160,3.7703,-3.7703,0,7.85756,0.44129,-0.44129,0,1272.37,,,,1663,,,,10.9786,0.006,-0.006,0,346.758,4.3165,-4.3165,0,7068,436.7,-436.7,0,4.35,0.11,-0.11,0,1.39,0.06,-0.06,0,7/12/2021 14:27,8/22/2024 10:08
4205.01,280645209,PC,06h45m11.28s,101.297015,-01d57m37.76s,-1.96049,-3.901,0.149,-0.149,0,-16.391,0.162,-0.162,0,2459217.815,0.002267,-0.002267,0,5.9056572,0.0000269,-0.0000269,0,4.314,0.664,-0.664,0,10720,72.3988,-72.3988,0,11.5383,1.184,-1.184,0,523.023,,,,1332,,,,12.672,0.006,-0.006,0,344.106,10.2975,-10.2975,0,5076,126.4,-126.4,0,4.4,0.09,-0.09,0,0.97,0.06,-0.06,0,7/12/2021 14:27,8/22/2024 10:08
4206.01,281242007,PC,06h35m56.22s,98.984253,+04d42m48.52s,4.713477,-1.802,0.049,-0.049,0,0.266,0.044,-0.044,0,2458489.048,0.006519,-0.006519,0,2.4170503,0.0011611,-0.0011611,0,3.246,0.339,-0.339,0,7730,14.0481,-14.0481,0,13.975,,,0,1340.72,,,,1685,,,,13.2045,0.014,-0.014,0,860.033,25.1195,-25.1195,0,5796.8,115.6,-115.6,0,4.07,,,0,1.56,,,0,7/12/2021 14:27,8/22/2024 10:08
4207.01,37242226,FP,06h33m15.27s,98.313616,-04d06m22.68s,-4.1063,-2.766,0.039,-0.039,0,1.328,0.038,-0.038,0,2458488.38,0.005367,-0.005367,0,1.0681394,0.0004473,-0.0004473,0,2.082,0.336,-0.336,0,7290,23.0956,-23.0956,0,19.5184,,,0,7148.75,,,,2561,,,,13.3581,0.014,-0.014,0,1719.42,67.545,-67.545,0,7248,122,-122,0,3.95,,,0,2.23,,,0,7/12/2021 14:27,8/22/2024 10:08
4208.01,280304556,PC,06h43m35.74s,100.898906,-01d09m30.47s,-1.158464,,,,,,,,,2458489.276,0.005571,-0.005571,0,1.72328,0.0006888,-0.0006888,0,3.005,0.441,-0.441,0,14180,30.3091,-30.3091,0,,,,0,,,,,,,,,13.6625,0.017,-0.017,0,1725.36,,,0,,,,0,,,,0,,,,0,7/12/2021 14:27,8/22/2024 10:08
